year,region_code,region_name,gsur,education,sex,age_group,sheet
2021,FRE2,Picardie,,ED5-8,F,Y45-54,Sheet 119
2022,FRE2,Picardie,,ED5-8,F,Y45-54,Sheet 119
2023,FRE2,Picardie,,ED5-8,F,Y45-54,Sheet 119
2024,FRE2,Picardie,,ED5-8,F,Y45-54,Sheet 119
2007,FRF,Grand Est,,ED5-8,F,Y45-54,Sheet 119
2008,FRF,Grand Est,,ED5-8,F,Y45-54,Sheet 119
2009,FRF,Grand Est,,ED5-8,F,Y45-54,Sheet 119
2010,FRF,Grand Est,,ED5-8,F,Y45-54,Sheet 119
2011,FRF,Grand Est,,ED5-8,F,Y45-54,Sheet 119
2012,FRF,Grand Est,,ED5-8,F,Y45-54,Sheet 119
2013,FRF,Grand Est,5.1,ED5-8,F,Y45-54,Sheet 119
2014,FRF,Grand Est,3.8,ED5-8,F,Y45-54,Sheet 119
2015,FRF,Grand Est,1.9,ED5-8,F,Y45-54,Sheet 119
2016,FRF,Grand Est,3.8,ED5-8,F,Y45-54,Sheet 119
2017,FRF,Grand Est,3.7,ED5-8,F,Y45-54,Sheet 119
2018,FRF,Grand Est,,ED5-8,F,Y45-54,Sheet 119
2019,FRF,Grand Est,,ED5-8,F,Y45-54,Sheet 119
2020,FRF,Grand Est,,ED5-8,F,Y45-54,Sheet 119
2021,FRF,Grand Est,,ED5-8,F,Y45-54,Sheet 119
2022,FRF,Grand Est,,ED5-8,F,Y45-54,Sheet 119
2023,FRF,Grand Est,,ED5-8,F,Y45-54,Sheet 119
2024,FRF,Grand Est,,ED5-8,F,Y45-54,Sheet 119
2007,FRF1,Alsace,,ED5-8,F,Y45-54,Sheet 119
2008,FRF1,Alsace,,ED5-8,F,Y45-54,Sheet 119
2009,FRF1,Alsace,,ED5-8,F,Y45-54,Sheet 119
2010,FRF1,Alsace,,ED5-8,F,Y45-54,Sheet 119
2011,FRF1,Alsace,,ED5-8,F,Y45-54,Sheet 119
2012,FRF1,Alsace,,ED5-8,F,Y45-54,Sheet 119
2013,FRF1,Alsace,4.9,ED5-8,F,Y45-54,Sheet 119
2014,FRF1,Alsace,3.9,ED5-8,F,Y45-54,Sheet 119
2015,FRF1,Alsace,1.7,ED5-8,F,Y45-54,Sheet 119
2016,FRF1,Alsace,5.7,ED5-8,F,Y45-54,Sheet 119
2017,FRF1,Alsace,2.8,ED5-8,F,Y45-54,Sheet 119
2018,FRF1,Alsace,,ED5-8,F,Y45-54,Sheet 119
2019,FRF1,Alsace,,ED5-8,F,Y45-54,Sheet 119
2020,FRF1,Alsace,,ED5-8,F,Y45-54,Sheet 119
2021,FRF1,Alsace,,ED5-8,F,Y45-54,Sheet 119
2022,FRF1,Alsace,,ED5-8,F,Y45-54,Sheet 119
2023,FRF1,Alsace,,ED5-8,F,Y45-54,Sheet 119
2024,FRF1,Alsace,,ED5-8,F,Y45-54,Sheet 119
2007,FRF2,Champagne-Ardenne,,ED5-8,F,Y45-54,Sheet 119
2008,FRF2,Champagne-Ardenne,,ED5-8,F,Y45-54,Sheet 119
2009,FRF2,Champagne-Ardenne,,ED5-8,F,Y45-54,Sheet 119
2010,FRF2,Champagne-Ardenne,,ED5-8,F,Y45-54,Sheet 119
2011,FRF2,Champagne-Ardenne,,ED5-8,F,Y45-54,Sheet 119
2012,FRF2,Champagne-Ardenne,,ED5-8,F,Y45-54,Sheet 119
2013,FRF2,Champagne-Ardenne,3.5,ED5-8,F,Y45-54,Sheet 119
2014,FRF2,Champagne-Ardenne,7.7,ED5-8,F,Y45-54,Sheet 119
2015,FRF2,Champagne-Ardenne,,ED5-8,F,Y45-54,Sheet 119
2016,FRF2,Champagne-Ardenne,,ED5-8,F,Y45-54,Sheet 119
2017,FRF2,Champagne-Ardenne,3.6,ED5-8,F,Y45-54,Sheet 119
2018,FRF2,Champagne-Ardenne,,ED5-8,F,Y45-54,Sheet 119
2019,FRF2,Champagne-Ardenne,,ED5-8,F,Y45-54,Sheet 119
2020,FRF2,Champagne-Ardenne,,ED5-8,F,Y45-54,Sheet 119
2021,FRF2,Champagne-Ardenne,,ED5-8,F,Y45-54,Sheet 119
2022,FRF2,Champagne-Ardenne,,ED5-8,F,Y45-54,Sheet 119
2023,FRF2,Champagne-Ardenne,,ED5-8,F,Y45-54,Sheet 119
2024,FRF2,Champagne-Ardenne,,ED5-8,F,Y45-54,Sheet 119
2007,FRF3,Lorraine,,ED5-8,F,Y45-54,Sheet 119
2008,FRF3,Lorraine,,ED5-8,F,Y45-54,Sheet 119
2009,FRF3,Lorraine,,ED5-8,F,Y45-54,Sheet 119
2010,FRF3,Lorraine,,ED5-8,F,Y45-54,Sheet 119
2011,FRF3,Lorraine,,ED5-8,F,Y45-54,Sheet 119
2012,FRF3,Lorraine,,ED5-8,F,Y45-54,Sheet 119
2013,FRF3,Lorraine,5.8,ED5-8,F,Y45-54,Sheet 119
2014,FRF3,Lorraine,2.3,ED5-8,F,Y45-54,Sheet 119
2015,FRF3,Lorraine,2.4,ED5-8,F,Y45-54,Sheet 119
2016,FRF3,Lorraine,2.8,ED5-8,F,Y45-54,Sheet 119
2017,FRF3,Lorraine,4.6,ED5-8,F,Y45-54,Sheet 119
2018,FRF3,Lorraine,,ED5-8,F,Y45-54,Sheet 119
2019,FRF3,Lorraine,,ED5-8,F,Y45-54,Sheet 119
2020,FRF3,Lorraine,,ED5-8,F,Y45-54,Sheet 119
2021,FRF3,Lorraine,,ED5-8,F,Y45-54,Sheet 119
2022,FRF3,Lorraine,,ED5-8,F,Y45-54,Sheet 119
2023,FRF3,Lorraine,,ED5-8,F,Y45-54,Sheet 119
2024,FRF3,Lorraine,,ED5-8,F,Y45-54,Sheet 119
2007,FRG,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2008,FRG,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2009,FRG,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2010,FRG,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2011,FRG,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2012,FRG,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2013,FRG,Pays de la Loire,3.6,ED5-8,F,Y45-54,Sheet 119
2014,FRG,Pays de la Loire,3.7,ED5-8,F,Y45-54,Sheet 119
2015,FRG,Pays de la Loire,4.9,ED5-8,F,Y45-54,Sheet 119
2016,FRG,Pays de la Loire,4.6,ED5-8,F,Y45-54,Sheet 119
2017,FRG,Pays de la Loire,5.2,ED5-8,F,Y45-54,Sheet 119
2018,FRG,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2019,FRG,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2020,FRG,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2021,FRG,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2022,FRG,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2023,FRG,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2024,FRG,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2007,FRG0,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2008,FRG0,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2009,FRG0,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2010,FRG0,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2011,FRG0,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2012,FRG0,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2013,FRG0,Pays de la Loire,3.6,ED5-8,F,Y45-54,Sheet 119
2014,FRG0,Pays de la Loire,3.7,ED5-8,F,Y45-54,Sheet 119
2015,FRG0,Pays de la Loire,4.9,ED5-8,F,Y45-54,Sheet 119
2016,FRG0,Pays de la Loire,4.6,ED5-8,F,Y45-54,Sheet 119
2017,FRG0,Pays de la Loire,5.2,ED5-8,F,Y45-54,Sheet 119
2018,FRG0,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2019,FRG0,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2020,FRG0,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2021,FRG0,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2022,FRG0,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2023,FRG0,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2024,FRG0,Pays de la Loire,,ED5-8,F,Y45-54,Sheet 119
2007,FRH,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2008,FRH,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2009,FRH,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2010,FRH,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2011,FRH,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2012,FRH,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2013,FRH,Bretagne,4.8,ED5-8,F,Y45-54,Sheet 119
2014,FRH,Bretagne,4.5,ED5-8,F,Y45-54,Sheet 119
2015,FRH,Bretagne,4.4,ED5-8,F,Y45-54,Sheet 119
2016,FRH,Bretagne,6.0,ED5-8,F,Y45-54,Sheet 119
2017,FRH,Bretagne,4.1,ED5-8,F,Y45-54,Sheet 119
2018,FRH,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2019,FRH,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2020,FRH,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2021,FRH,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2022,FRH,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2023,FRH,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2024,FRH,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2007,FRH0,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2008,FRH0,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2009,FRH0,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2010,FRH0,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2011,FRH0,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2012,FRH0,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2013,FRH0,Bretagne,4.8,ED5-8,F,Y45-54,Sheet 119
2014,FRH0,Bretagne,4.5,ED5-8,F,Y45-54,Sheet 119
2015,FRH0,Bretagne,4.4,ED5-8,F,Y45-54,Sheet 119
2016,FRH0,Bretagne,6.0,ED5-8,F,Y45-54,Sheet 119
2017,FRH0,Bretagne,4.1,ED5-8,F,Y45-54,Sheet 119
2018,FRH0,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2019,FRH0,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2020,FRH0,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2021,FRH0,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2022,FRH0,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2023,FRH0,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2024,FRH0,Bretagne,,ED5-8,F,Y45-54,Sheet 119
2007,FRI,Nouvelle-Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2008,FRI,Nouvelle-Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2009,FRI,Nouvelle-Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2010,FRI,Nouvelle-Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2011,FRI,Nouvelle-Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2012,FRI,Nouvelle-Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2013,FRI,Nouvelle-Aquitaine,6.5,ED5-8,F,Y45-54,Sheet 119
2014,FRI,Nouvelle-Aquitaine,5.3,ED5-8,F,Y45-54,Sheet 119
2015,FRI,Nouvelle-Aquitaine,6.0,ED5-8,F,Y45-54,Sheet 119
2016,FRI,Nouvelle-Aquitaine,5.2,ED5-8,F,Y45-54,Sheet 119
2017,FRI,Nouvelle-Aquitaine,5.2,ED5-8,F,Y45-54,Sheet 119
2018,FRI,Nouvelle-Aquitaine,5.8,ED5-8,F,Y45-54,Sheet 119
2019,FRI,Nouvelle-Aquitaine,4.3,ED5-8,F,Y45-54,Sheet 119
2020,FRI,Nouvelle-Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2021,FRI,Nouvelle-Aquitaine,4.9,ED5-8,F,Y45-54,Sheet 119
2022,FRI,Nouvelle-Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2023,FRI,Nouvelle-Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2024,FRI,Nouvelle-Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2007,FRI1,Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2008,FRI1,Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2009,FRI1,Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2010,FRI1,Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2011,FRI1,Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2012,FRI1,Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2013,FRI1,Aquitaine,4.5,ED5-8,F,Y45-54,Sheet 119
2014,FRI1,Aquitaine,5.2,ED5-8,F,Y45-54,Sheet 119
2015,FRI1,Aquitaine,6.7,ED5-8,F,Y45-54,Sheet 119
2016,FRI1,Aquitaine,5.9,ED5-8,F,Y45-54,Sheet 119
2017,FRI1,Aquitaine,6.9,ED5-8,F,Y45-54,Sheet 119
2018,FRI1,Aquitaine,6.9,ED5-8,F,Y45-54,Sheet 119
2019,FRI1,Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2020,FRI1,Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2021,FRI1,Aquitaine,6.0,ED5-8,F,Y45-54,Sheet 119
2022,FRI1,Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2023,FRI1,Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2024,FRI1,Aquitaine,,ED5-8,F,Y45-54,Sheet 119
2007,FRI2,Limousin,,ED5-8,F,Y45-54,Sheet 119
2008,FRI2,Limousin,,ED5-8,F,Y45-54,Sheet 119
2009,FRI2,Limousin,,ED5-8,F,Y45-54,Sheet 119
2010,FRI2,Limousin,,ED5-8,F,Y45-54,Sheet 119
2011,FRI2,Limousin,,ED5-8,F,Y45-54,Sheet 119
2012,FRI2,Limousin,,ED5-8,F,Y45-54,Sheet 119
2013,FRI2,Limousin,,ED5-8,F,Y45-54,Sheet 119
2014,FRI2,Limousin,4.2,ED5-8,F,Y45-54,Sheet 119
2015,FRI2,Limousin,5.8,ED5-8,F,Y45-54,Sheet 119
2016,FRI2,Limousin,,ED5-8,F,Y45-54,Sheet 119
2017,FRI2,Limousin,,ED5-8,F,Y45-54,Sheet 119
2018,FRI2,Limousin,,ED5-8,F,Y45-54,Sheet 119
2019,FRI2,Limousin,,ED5-8,F,Y45-54,Sheet 119
2020,FRI2,Limousin,,ED5-8,F,Y45-54,Sheet 119
2021,FRI2,Limousin,,ED5-8,F,Y45-54,Sheet 119
2022,FRI2,Limousin,,ED5-8,F,Y45-54,Sheet 119
2023,FRI2,Limousin,,ED5-8,F,Y45-54,Sheet 119
2024,FRI2,Limousin,,ED5-8,F,Y45-54,Sheet 119
2007,FRI3,Poitou-Charentes,,ED5-8,F,Y45-54,Sheet 119
2008,FRI3,Poitou-Charentes,,ED5-8,F,Y45-54,Sheet 119
2009,FRI3,Poitou-Charentes,,ED5-8,F,Y45-54,Sheet 119
2010,FRI3,Poitou-Charentes,,ED5-8,F,Y45-54,Sheet 119
2011,FRI3,Poitou-Charentes,,ED5-8,F,Y45-54,Sheet 119
2012,FRI3,Poitou-Charentes,,ED5-8,F,Y45-54,Sheet 119
2013,FRI3,Poitou-Charentes,17.1,ED5-8,F,Y45-54,Sheet 119
2014,FRI3,Poitou-Charentes,6.3,ED5-8,F,Y45-54,Sheet 119
2015,FRI3,Poitou-Charentes,4.0,ED5-8,F,Y45-54,Sheet 119
2016,FRI3,Poitou-Charentes,5.1,ED5-8,F,Y45-54,Sheet 119
2017,FRI3,Poitou-Charentes,3.9,ED5-8,F,Y45-54,Sheet 119
2018,FRI3,Poitou-Charentes,,ED5-8,F,Y45-54,Sheet 119
2019,FRI3,Poitou-Charentes,,ED5-8,F,Y45-54,Sheet 119
2020,FRI3,Poitou-Charentes,,ED5-8,F,Y45-54,Sheet 119
2021,FRI3,Poitou-Charentes,,ED5-8,F,Y45-54,Sheet 119
2022,FRI3,Poitou-Charentes,,ED5-8,F,Y45-54,Sheet 119
2023,FRI3,Poitou-Charentes,,ED5-8,F,Y45-54,Sheet 119
2024,FRI3,Poitou-Charentes,,ED5-8,F,Y45-54,Sheet 119
2007,FRJ,Occitanie,,ED5-8,F,Y45-54,Sheet 119
2008,FRJ,Occitanie,,ED5-8,F,Y45-54,Sheet 119
2009,FRJ,Occitanie,,ED5-8,F,Y45-54,Sheet 119
2010,FRJ,Occitanie,,ED5-8,F,Y45-54,Sheet 119
2011,FRJ,Occitanie,,ED5-8,F,Y45-54,Sheet 119
2012,FRJ,Occitanie,,ED5-8,F,Y45-54,Sheet 119
2013,FRJ,Occitanie,3.1,ED5-8,F,Y45-54,Sheet 119
2014,FRJ,Occitanie,3.1,ED5-8,F,Y45-54,Sheet 119
2015,FRJ,Occitanie,4.4,ED5-8,F,Y45-54,Sheet 119
2016,FRJ,Occitanie,4.9,ED5-8,F,Y45-54,Sheet 119
2017,FRJ,Occitanie,5.1,ED5-8,F,Y45-54,Sheet 119
2018,FRJ,Occitanie,5.0,ED5-8,F,Y45-54,Sheet 119
2019,FRJ,Occitanie,,ED5-8,F,Y45-54,Sheet 119
2020,FRJ,Occitanie,,ED5-8,F,Y45-54,Sheet 119
2021,FRJ,Occitanie,,ED5-8,F,Y45-54,Sheet 119
2022,FRJ,Occitanie,,ED5-8,F,Y45-54,Sheet 119
2023,FRJ,Occitanie,,ED5-8,F,Y45-54,Sheet 119
2024,FRJ,Occitanie,3.8,ED5-8,F,Y45-54,Sheet 119
2007,FRJ1,Languedoc-Roussillon,,ED5-8,F,Y45-54,Sheet 119
2008,FRJ1,Languedoc-Roussillon,,ED5-8,F,Y45-54,Sheet 119
2009,FRJ1,Languedoc-Roussillon,,ED5-8,F,Y45-54,Sheet 119
2010,FRJ1,Languedoc-Roussillon,,ED5-8,F,Y45-54,Sheet 119
2011,FRJ1,Languedoc-Roussillon,,ED5-8,F,Y45-54,Sheet 119
2012,FRJ1,Languedoc-Roussillon,,ED5-8,F,Y45-54,Sheet 119
2013,FRJ1,Languedoc-Roussillon,2.7,ED5-8,F,Y45-54,Sheet 119
2014,FRJ1,Languedoc-Roussillon,2.5,ED5-8,F,Y45-54,Sheet 119
2015,FRJ1,Languedoc-Roussillon,6.9,ED5-8,F,Y45-54,Sheet 119
2016,FRJ1,Languedoc-Roussillon,6.2,ED5-8,F,Y45-54,Sheet 119
2017,FRJ1,Languedoc-Roussillon,6.0,ED5-8,F,Y45-54,Sheet 119
2018,FRJ1,Languedoc-Roussillon,,ED5-8,F,Y45-54,Sheet 119
2019,FRJ1,Languedoc-Roussillon,,ED5-8,F,Y45-54,Sheet 119
2020,FRJ1,Languedoc-Roussillon,,ED5-8,F,Y45-54,Sheet 119
2021,FRJ1,Languedoc-Roussillon,,ED5-8,F,Y45-54,Sheet 119
2022,FRJ1,Languedoc-Roussillon,,ED5-8,F,Y45-54,Sheet 119
2023,FRJ1,Languedoc-Roussillon,,ED5-8,F,Y45-54,Sheet 119
2024,FRJ1,Languedoc-Roussillon,,ED5-8,F,Y45-54,Sheet 119
2007,FRJ2,Midi-Pyrénées,,ED5-8,F,Y45-54,Sheet 119
2008,FRJ2,Midi-Pyrénées,,ED5-8,F,Y45-54,Sheet 119
2009,FRJ2,Midi-Pyrénées,,ED5-8,F,Y45-54,Sheet 119
2010,FRJ2,Midi-Pyrénées,,ED5-8,F,Y45-54,Sheet 119
2011,FRJ2,Midi-Pyrénées,,ED5-8,F,Y45-54,Sheet 119
2012,FRJ2,Midi-Pyrénées,,ED5-8,F,Y45-54,Sheet 119
2013,FRJ2,Midi-Pyrénées,3.4,ED5-8,F,Y45-54,Sheet 119
2014,FRJ2,Midi-Pyrénées,3.7,ED5-8,F,Y45-54,Sheet 119
2015,FRJ2,Midi-Pyrénées,2.9,ED5-8,F,Y45-54,Sheet 119
2016,FRJ2,Midi-Pyrénées,3.7,ED5-8,F,Y45-54,Sheet 119
2017,FRJ2,Midi-Pyrénées,4.3,ED5-8,F,Y45-54,Sheet 119
2018,FRJ2,Midi-Pyrénées,,ED5-8,F,Y45-54,Sheet 119
2019,FRJ2,Midi-Pyrénées,,ED5-8,F,Y45-54,Sheet 119
2020,FRJ2,Midi-Pyrénées,,ED5-8,F,Y45-54,Sheet 119
2021,FRJ2,Midi-Pyrénées,,ED5-8,F,Y45-54,Sheet 119
2022,FRJ2,Midi-Pyrénées,,ED5-8,F,Y45-54,Sheet 119
2023,FRJ2,Midi-Pyrénées,,ED5-8,F,Y45-54,Sheet 119
2024,FRJ2,Midi-Pyrénées,,ED5-8,F,Y45-54,Sheet 119
2007,FRK,Auvergne-Rhône-Alpes,,ED5-8,F,Y45-54,Sheet 119
2008,FRK,Auvergne-Rhône-Alpes,,ED5-8,F,Y45-54,Sheet 119
2009,FRK,Auvergne-Rhône-Alpes,,ED5-8,F,Y45-54,Sheet 119
2010,FRK,Auvergne-Rhône-Alpes,,ED5-8,F,Y45-54,Sheet 119
2011,FRK,Auvergne-Rhône-Alpes,,ED5-8,F,Y45-54,Sheet 119
2012,FRK,Auvergne-Rhône-Alpes,,ED5-8,F,Y45-54,Sheet 119
2013,FRK,Auvergne-Rhône-Alpes,3.7,ED5-8,F,Y45-54,Sheet 119
2014,FRK,Auvergne-Rhône-Alpes,3.5,ED5-8,F,Y45-54,Sheet 119
2015,FRK,Auvergne-Rhône-Alpes,3.3,ED5-8,F,Y45-54,Sheet 119
2016,FRK,Auvergne-Rhône-Alpes,4.2,ED5-8,F,Y45-54,Sheet 119
2017,FRK,Auvergne-Rhône-Alpes,2.9,ED5-8,F,Y45-54,Sheet 119
2018,FRK,Auvergne-Rhône-Alpes,2.9,ED5-8,F,Y45-54,Sheet 119
2019,FRK,Auvergne-Rhône-Alpes,3.6,ED5-8,F,Y45-54,Sheet 119
2020,FRK,Auvergne-Rhône-Alpes,3.1,ED5-8,F,Y45-54,Sheet 119
2021,FRK,Auvergne-Rhône-Alpes,3.9,ED5-8,F,Y45-54,Sheet 119
2022,FRK,Auvergne-Rhône-Alpes,3.2,ED5-8,F,Y45-54,Sheet 119
2023,FRK,Auvergne-Rhône-Alpes,,ED5-8,F,Y45-54,Sheet 119
2024,FRK,Auvergne-Rhône-Alpes,2.4,ED5-8,F,Y45-54,Sheet 119
2007,FRK1,Auvergne,,ED5-8,F,Y45-54,Sheet 119
2008,FRK1,Auvergne,,ED5-8,F,Y45-54,Sheet 119
2009,FRK1,Auvergne,,ED5-8,F,Y45-54,Sheet 119
2010,FRK1,Auvergne,,ED5-8,F,Y45-54,Sheet 119
2011,FRK1,Auvergne,,ED5-8,F,Y45-54,Sheet 119
2012,FRK1,Auvergne,,ED5-8,F,Y45-54,Sheet 119
2013,FRK1,Auvergne,8.0,ED5-8,F,Y45-54,Sheet 119
2014,FRK1,Auvergne,2.9,ED5-8,F,Y45-54,Sheet 119
2015,FRK1,Auvergne,3.9,ED5-8,F,Y45-54,Sheet 119
2016,FRK1,Auvergne,9.3,ED5-8,F,Y45-54,Sheet 119
2017,FRK1,Auvergne,9.2,ED5-8,F,Y45-54,Sheet 119
2018,FRK1,Auvergne,,ED5-8,F,Y45-54,Sheet 119
2019,FRK1,Auvergne,,ED5-8,F,Y45-54,Sheet 119
2020,FRK1,Auvergne,,ED5-8,F,Y45-54,Sheet 119
2021,FRK1,Auvergne,,ED5-8,F,Y45-54,Sheet 119
2022,FRK1,Auvergne,,ED5-8,F,Y45-54,Sheet 119
2023,FRK1,Auvergne,,ED5-8,F,Y45-54,Sheet 119
2024,FRK1,Auvergne,,ED5-8,F,Y45-54,Sheet 119
2007,FRK2,Rhône-Alpes,,ED5-8,F,Y45-54,Sheet 119
2008,FRK2,Rhône-Alpes,,ED5-8,F,Y45-54,Sheet 119
2009,FRK2,Rhône-Alpes,,ED5-8,F,Y45-54,Sheet 119
2010,FRK2,Rhône-Alpes,,ED5-8,F,Y45-54,Sheet 119
2011,FRK2,Rhône-Alpes,,ED5-8,F,Y45-54,Sheet 119
2012,FRK2,Rhône-Alpes,,ED5-8,F,Y45-54,Sheet 119
2013,FRK2,Rhône-Alpes,3.0,ED5-8,F,Y45-54,Sheet 119
2014,FRK2,Rhône-Alpes,3.6,ED5-8,F,Y45-54,Sheet 119
2015,FRK2,Rhône-Alpes,3.3,ED5-8,F,Y45-54,Sheet 119
2016,FRK2,Rhône-Alpes,3.5,ED5-8,F,Y45-54,Sheet 119
2017,FRK2,Rhône-Alpes,2.3,ED5-8,F,Y45-54,Sheet 119
2018,FRK2,Rhône-Alpes,3.2,ED5-8,F,Y45-54,Sheet 119
2019,FRK2,Rhône-Alpes,4.2,ED5-8,F,Y45-54,Sheet 119
2020,FRK2,Rhône-Alpes,,ED5-8,F,Y45-54,Sheet 119
2021,FRK2,Rhône-Alpes,4.0,ED5-8,F,Y45-54,Sheet 119
2022,FRK2,Rhône-Alpes,3.5,ED5-8,F,Y45-54,Sheet 119
2023,FRK2,Rhône-Alpes,,ED5-8,F,Y45-54,Sheet 119
2024,FRK2,Rhône-Alpes,,ED5-8,F,Y45-54,Sheet 119
2007,FRL,Provence-Alpes-Côte d’Azur,,ED5-8,F,Y45-54,Sheet 119
2008,FRL,Provence-Alpes-Côte d’Azur,,ED5-8,F,Y45-54,Sheet 119
2009,FRL,Provence-Alpes-Côte d’Azur,,ED5-8,F,Y45-54,Sheet 119
2010,FRL,Provence-Alpes-Côte d’Azur,,ED5-8,F,Y45-54,Sheet 119
2011,FRL,Provence-Alpes-Côte d’Azur,,ED5-8,F,Y45-54,Sheet 119
2012,FRL,Provence-Alpes-Côte d’Azur,,ED5-8,F,Y45-54,Sheet 119
2013,FRL,Provence-Alpes-Côte d’Azur,6.1,ED5-8,F,Y45-54,Sheet 119
2014,FRL,Provence-Alpes-Côte d’Azur,4.3,ED5-8,F,Y45-54,Sheet 119
2015,FRL,Provence-Alpes-Côte d’Azur,6.8,ED5-8,F,Y45-54,Sheet 119
2016,FRL,Provence-Alpes-Côte d’Azur,4.3,ED5-8,F,Y45-54,Sheet 119
2017,FRL,Provence-Alpes-Côte d’Azur,7.1,ED5-8,F,Y45-54,Sheet 119
2018,FRL,Provence-Alpes-Côte d’Azur,4.6,ED5-8,F,Y45-54,Sheet 119
2019,FRL,Provence-Alpes-Côte d’Azur,3.5,ED5-8,F,Y45-54,Sheet 119
2020,FRL,Provence-Alpes-Côte d’Azur,,ED5-8,F,Y45-54,Sheet 119
2021,FRL,Provence-Alpes-Côte d’Azur,4.0,ED5-8,F,Y45-54,Sheet 119
2022,FRL,Provence-Alpes-Côte d’Azur,,ED5-8,F,Y45-54,Sheet 119
2023,FRL,Provence-Alpes-Côte d’Azur,4.0,ED5-8,F,Y45-54,Sheet 119
2024,FRL,Provence-Alpes-Côte d’Azur,4.8,ED5-8,F,Y45-54,Sheet 119
2007,FRL0,Provence-Alpes-Côte d’Azur,,ED5-8,F,Y45-54,Sheet 119
2008,FRL0,Provence-Alpes-Côte d’Azur,,ED5-8,F,Y45-54,Sheet 119
2009,FRL0,Provence-Alpes-Côte d’Azur,,ED5-8,F,Y45-54,Sheet 119
2010,FRL0,Provence-Alpes-Côte d’Azur,,ED5-8,F,Y45-54,Sheet 119
